id,title,score,scored_by,rank,popularity,members,favorites,genres
4460,Marie & Gali,6.38,1589,8098,8700,6010,10,Comedy
4461,Charady no Joke na Mainichi,5.18,886,13531,11224,2821,3,Comedy
4462,Violence Gekiga Shin David no Hoshi: Inma Densetsu,4.75,253,,15061,965,1,Hentai
4463,Tsuki no Waltz,6.39,1625,,11143,2899,4,
4464,Yurumates,6.33,3475,8348,7966,7470,4,Slice of Life
4465,Chibi Maruko-chan (1995),7.38,2352,2533,7624,8327,68,Comedy
4466,Shanshan de Hongxing: Hongxing Xiao Yongshi,,,14893,18352,469,0,Slice of Life
4467,Final Fantasy VII: On the Way to a Smile - Episode: Denzel,7.07,13583,4218,4741,27263,11,"Action, Fantasy"
4468,Final Fantasy VII: Advent Children - Venice Film Festival Footage,7.51,5905,2025,6251,13454,16,"Action, Drama, Fantasy, Sci-Fi"
4469,Saint Seiya Recap,7.14,3153,3852,8126,7057,11,"Adventure, Fantasy, Sci-Fi"
4470,Saint Seiya: Meiou Hades Juuni Kyuu-hen - Yomigaerishi Gold Saint-tachi no Shinwa,7.67,5131,1423,6854,10799,17,"Adventure, Sci-Fi"
4471,Xi Yangyang Yu Hui Tailang: Niu Qi Chong Tian,5.81,239,11317,16187,719,0,"Adventure, Comedy"
4472,Tailenders,6.69,9837,6182,5258,21223,35,"Action, Adventure, Sci-Fi"
4473,Kuroshitsuji Recap,7.18,16771,3610,3863,42037,88,"Action, Comedy, Mystery, Supernatural"
4474,Aoi Hana,7.08,38379,4144,2240,105813,421,"Drama, Girls Love"
4475,White Album 2nd Season,6.74,21878,5837,3316,54894,79,"Drama, Romance"
4476,Asobi ni Iku yo!,6.56,95105,6956,1283,211713,555,"Comedy, Romance, Sci-Fi, Ecchi"
4477,Tenjoubito to Akutobito Saigo no Tatakai,7.03,2760,4422,7546,8547,9,"Action, Fantasy"
4478,Saint Seiya: The Lost Canvas - Meiou Shinwa,7.99,63131,711,2128,115170,1040,"Action, Adventure, Fantasy"
4479,Layton Kyouju to Eien no Utahime,7.62,16942,1584,4468,30900,188,"Adventure, Mystery"
4480,Pokemon Movie 12: Arceus Choukoku no Jikuu e,7.05,57783,4309,2398,95088,32,"Action, Adventure, Comedy, Drama, Fantasy"
4481,Highway Jenny,5.09,647,13698,12866,1735,2,Fantasy
4482,Maihime,6.55,564,7019,11879,2348,2,"Drama, Romance"
4483,You Shoumei Bijutsukan Line,5.27,382,13321,14550,1104,1,Fantasy
4484,Makaryuudo Demon Hunter,5.3,1929,13260,9609,4561,5,Supernatural
4485,Nodame Cantabile OVA,7.4,14929,2447,4584,29314,10,"Comedy, Romance"
4486,Baton,5.65,861,12101,11119,2910,0,"Adventure, Sci-Fi"
4487,Stretta The Animation,6.9,4869,,6706,11419,51,Hentai
4488,Rita to Nantoka,6.04,118,10094,16038,743,0,Slice of Life
4489,Meitantei Conan OVA 08: Joshikousei Tantei Suzuki Sonoko no Jikenbo,7.19,6668,3579,6200,13741,5,"Comedy, Mystery"
4490,Princess Lover!,6.66,117132,6384,1141,241173,400,"Comedy, Romance, Ecchi"
4491,Daisetsusan no Yuusha Kibaou,6.49,474,7417,13820,1324,5,"Adventure, Drama"
4492,Sasameki Koto,7.05,27925,4310,2694,79155,315,"Comedy, Girls Love"
4493,Kämpfer,6.35,150699,8244,908,301733,824,"Action, Comedy, Romance, Ecchi"
4494,La Vilaine LuLu,,,18192,20038,348,0,Comedy
4495,Macross 7 Plus,6.76,3371,5725,7686,8136,5,"Sci-Fi, Slice of Life"
4496,Tokyo Magnitude 8.0,8,130128,699,881,311451,1806,"Award Winning, Drama"
4497,Toaru Kagaku no Railgun,7.65,299982,1508,376,641096,6112,"Action, Fantasy, Sci-Fi"
4498,Dr.,6.04,1405,,11107,2925,0,"Action, Adventure, Sci-Fi"
4499,Crayon Shin-chan Movie 03: Unkokusai no Yabou,6.94,3693,4792,8299,6719,2,"Comedy, Sci-Fi"
4500,Nijiiro Hotaru: Eien no Natsuyasumi,6.98,2279,4651,7456,8799,17,"Fantasy, Romance"
4501,Musuko no Tomodachi ni Okasarete,6.3,2358,,8626,6119,21,Hentai
4502,Utawarerumono Recaps,6.34,1319,8301,9639,4531,0,"Action, Drama, Fantasy"
4503,Lovedol: Lovely Idol OVA,5.97,675,10443,11615,2524,1,"Comedy, Drama, Ecchi"
4504,Konpeki no Kantai,6.55,438,6995,10400,3571,14,"Action, Drama"
4505,Kyokujitsu no Kantai,6.33,192,8373,12947,1688,2,"Action, Drama"
4506,Meitantei Conan Magic File 3: Shinichi to Ran Mahjong Pai to Tanabata no Omoide,7.41,5917,2429,6310,13129,14,Mystery
4507,True Tears: Mini Chara 4-koma Gekijou,6.28,4872,8691,6745,11244,4,Comedy
4508,Immoral,6.15,1462,,9235,5154,10,Hentai
4509,Spirit of Wonder: China-san Tanpenshuu,6.58,1142,6849,10601,3370,4,"Comedy, Sci-Fi"
4510,Black Jack: Sora kara Kita Kodomo,6.72,1463,5947,9959,4107,2,Drama
4511,Sketchbook: Full Color's Picture Drama,6.42,961,7810,11016,2995,2,Slice of Life
4512,Koguma no Misha,6.06,238,9957,14686,1066,2,"Adventure, Comedy, Drama"
4513,Manga Sekai Mukashibanashi,7,856,4550,11579,2555,9,"Adventure, Drama, Fantasy"
4514,Joseito,5.34,621,13145,12104,2209,5,Drama
4515,Eko Eko Azarak,5.56,196,12434,14955,991,2,"Fantasy, Horror"
4516,Sekishoku Elegy,5.72,363,11752,12941,1692,4,Romance
4517,Neko Machi,6.21,251,9076,12945,1690,3,"Fantasy, Horror"
4518,Gendai Kibunroku Kaii Monogatari,6.14,191,9531,13215,1563,1,Horror
4519,Zakuro Yashiki,5.91,213,10779,13560,1423,1,
4520,Tsuyu no Hito Shizuku,,,15902,17477,550,0,
4521,Pokemon Fushigi no Dungeon: Sora no Tankentai - Toki to Yami wo Meguru Saigo no Bouken,6.66,5047,6365,6771,11136,3,"Adventure, Fantasy"
4522,Umezu Kazuo no Noroi,6.16,4146,9406,7156,9765,36,Horror
4523,Manga Nippon Mukashibanashi (1976),6.15,871,9470,12007,2263,2,Fantasy
4524,Cat Shit One,6.88,18625,5120,4454,31044,83,"Action, Fantasy"
4525,Asylum Session,4.84,1212,13999,9597,4581,4,Sci-Fi
4526,Anata no Shiranai Kangofu: Seiteki Byoutou 24-ji,6,2076,,8574,6216,19,Hentai
4527,Akikan!: Kan Ippatsu!? Onsen Panic,6.2,13526,9130,4843,25836,5,"Comedy, Ecchi"
4528,Kidou Senshi Gundam 00 Movie: A Wakening of the Trailblazer,7.3,41303,2916,2983,66713,249,Sci-Fi
4529,Full Metal Panic! The Second Raid Episode 00,7.36,18193,2613,3879,41650,35,
4530,Koukou Butouden Crows,6.76,2566,5724,8791,5879,25,Action
4531,Kamen Rider Den-O: Imagin Anime 2,6.47,394,7501,14486,1122,1,"Action, Adventure, Comedy"
4532,Maria-sama ga Miteru 4th Specials,7.11,2687,4009,8544,6275,3,"Comedy, Girls Love"
4533,Perman,6.6,2898,6732,9364,4936,16,"Adventure, Comedy"
4534,Life no Color,5.49,1316,12670,11094,2933,0,
4535,Kinnikuman II Sei: Second Generations,6.35,810,8245,12586,1899,0,"Comedy, Sports"
4536,Sarutobi Ecchan,5.93,702,10640,13031,1647,0,Comedy
4537,Taiho Shichau zo: Full Throttle - Watashitachi no Iru Basho,6.94,1383,4821,10030,4034,1,"Action, Comedy"
4538,Kigurumikku V3,5.14,1077,13592,11388,2689,1,"Comedy, Ecchi"
4539,Omamori Himari,6.81,124092,5485,1084,251364,777,"Action, Comedy, Romance, Supernatural, Ecchi"
4540,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,7.33,123690,2775,1237,220907,128,"Action, Adventure, Fantasy"
4541,Miracle Train: Chuo-sen e Youkoso,5.86,901,11032,9892,4187,4,Fantasy
4542,Bondage Game: Shinsou no Reijou-tachi - Shinsou no Dorei-tachi,5.06,1043,,10628,3350,5,"Suspense, Hentai"
4543,Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako!,6.56,4550,6937,6201,13739,3,"Comedy, Fantasy"
4544,Ten Little Gall Force,6.03,1118,10152,11569,2562,1,"Comedy, Sci-Fi"
4545,Kidou Senshi Gundam Unicorn,8.09,54067,572,2236,105926,1673,"Drama, Sci-Fi"
4546,Hitoriga The Animation,6.22,2594,,8089,7159,19,Hentai
4547,"Shikabane Hime: Kuro – Soredemo, Hito to Shite",6.9,6442,4978,5757,16640,9,"Action, Horror, Supernatural"
4548,Cherry no Manma,4.69,1311,14148,11562,2571,2,Romance
4549,Baka to Test to Shoukanjuu,7.5,357480,2033,363,661102,5793,"Comedy, Romance"
4550,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",7.77,174564,1156,1000,273848,590,"Drama, Romance"
4551,Marie & Gali Episode Zero,5.7,757,11853,12906,1711,0,Comedy
4552,ef: A Tale of Memories. - Prologue,7.02,13235,4442,4380,32334,17,Drama
4553,Karuizawa Syndrome,5.55,785,12480,12693,1831,2,"Comedy, Drama, Romance"
4554,Legend of Regios,6.39,2941,8019,6765,11158,9,
4555,Higashi no Eden Movie I: The King of Eden,7.53,101081,1922,1516,176938,144,"Mystery, Romance, Sci-Fi, Suspense"
4556,Kagaku Ninja-tai Gatchaman II,6.44,1014,7723,10936,3065,7,"Action, Adventure, Sci-Fi"
4557,Kagaku Ninja-tai Gatchaman F,6.5,1114,7342,10845,3152,6,"Action, Adventure, Sci-Fi"
4558,Zan Sayonara Zetsubou Sensei,7.86,42917,971,2155,112769,251,Comedy
4559,Kyou no 5 no 2 (TV): Takarabako,7.01,3829,4516,7240,9452,3,"Comedy, Ecchi"
4560,Tetsuwan Birdy Decode: The Cipher,7.23,10483,3305,5008,23713,12,"Action, Comedy, Sci-Fi"
4561,Strike Witches 2,7.28,41791,3035,2533,87559,274,"Action, Sci-Fi, Ecchi"
4562,Chargeman Ken!,4.47,1818,14296,9352,4951,29,"Action, Adventure, Sci-Fi"
4563,Ippon Bouchou Mantarou,6.17,261,9338,15111,950,2,Gourmet
4564,Pokemon: Yadoking no Ichinichi,6.14,6863,9538,6115,14179,2,Fantasy
4565,R20: Ginga Kuukou,5.56,757,12437,12691,1835,1,Sci-Fi
4566,Issho ni Training: Training with Hinako,4.72,11122,14117,5021,23599,43,"Sports, Ecchi"
4567,Tentoumushi no Uta,6.24,647,8904,13656,1383,4,"Adventure, Slice of Life"
4568,Higashi no Eden: Falling Down,7.33,7931,,6079,14403,16,
4569,ef: A Tale of Melodies. - Prologue,7.21,8333,3449,5397,19883,10,
4570,Bakunyuu Maid Kari,6.23,1965,,8724,5979,29,Hentai
4571,"""Bungaku Shoujo"" Movie",7.31,28583,2875,2894,70474,218,"Drama, Mystery, Romance"
4572,Yuki Terai,5.65,242,12099,14794,1038,2,
4573,Go! Go! Ackman,6.2,1740,9173,10651,3325,3,"Action, Comedy, Supernatural"
4574,Eyeshield 21: Jump Festa 2005 Special,6.69,2895,6145,8154,7010,4,Sports
4575,Cinderella Express,4.98,510,13845,12396,2027,2,"Comedy, Romance, Ecchi"
4576,Fullmetal Alchemist: Brotherhood Specials,8,78570,705,1600,167227,210,"Action, Adventure, Drama, Fantasy"
4577,Cartagra: Tsuki Gurui no Yamai,5.69,1572,,9416,4858,7,Hentai
4578,Weiß Survive,6,8933,10312,5129,22409,7,"Comedy, Ecchi"
4579,Psychoarmor Govarian,6.09,704,9797,12419,2008,4,Sci-Fi
4580,Chameko no Ichinichi,4.84,739,14000,13619,1396,0,Comedy
4581,Sora wo Kakeru Shoujo Picture Drama,6.27,844,8722,11584,2549,1,"Adventure, Comedy, Sci-Fi"
4582,Meitantei Conan OVA 09: 10-nengo no Stranger,7.9,11466,865,5126,22417,15,"Adventure, Comedy, Mystery"
4583,AIKa Zero,5.86,7794,11060,5078,22960,39,"Action, Adventure, Comedy, Ecchi"
4584,Tegamibachi,7.59,46428,1705,1980,126730,755,"Adventure, Fantasy"
4585,Break-Age,5.58,611,12353,13060,1636,0,"Romance, Sci-Fi"
4586,Yuusei Shounen Papii,5.36,330,13103,14286,1177,1,"Action, Sci-Fi"
4587,Akuu Daisakusen Srungle,6.13,663,9586,11848,2365,2,Sci-Fi
4588,Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,7.45,5482,2257,7386,9007,19,"Action, Adventure, Comedy"
4589,Amefuri Kozou,6.24,1502,8900,11438,2656,4,Supernatural
4590,Hoshi wo Katta Hi,7.01,846,4527,7453,8807,10,Sci-Fi
4591,Kangoku Senkan,6.9,4234,,6763,11173,174,Hentai
4592,Meitantei Conan Movie 14: Tenkuu no Lost Ship,8.11,35462,535,3104,61995,77,"Action, Mystery"
4593,Tensai Bakabon,6.34,754,8297,12652,1861,2,Comedy
4594,Gakkou no Kowai Uwasa: Hanako-san ga Kita!!,6.35,800,8256,11068,2953,9,Horror
4595,Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron,6.71,14052,6034,4887,25249,15,Girls Love
4596,Sugar Bunnies Fleur,6,154,10307,14795,1035,3,
4597,Sugar Bunnies Chocolate!,6.06,177,9988,15068,960,2,
4598,Chokin Senshi Cashman,5.7,1306,11855,11611,2527,1,"Action, Comedy"
4599,Zero no Tsukaima: Princesses no Rondo Picture Drama,6.9,23008,4994,3410,52344,66,"Action, Adventure, Comedy, Fantasy, Romance, Ecchi"
4600,Scandal,5.28,941,13308,12167,2160,9,Slice of Life
4601,Minky Momo in Tabidachi no Eki,6.38,994,8100,11573,2560,0,Drama
4602,Cutie Honey F Movie,6.07,1613,9931,9279,5080,1,"Action, Adventure, Comedy, Romance, Ecchi"
4603,Seikon no Qwaser,6.31,137218,8513,770,347524,882,"Action, Fantasy, Ecchi"
4604,Tteotda Keunyeo!!,7.83,14067,1037,4851,25708,153,"Comedy, Romance"
4605,Kiteretsu Daihyakka,6.89,4150,5057,8117,7067,27,"Comedy, Drama"
4606,Chou Seimeitai Transformers Beast Wars Neo,6.42,1051,7811,10876,3121,3,"Adventure, Sci-Fi"
4607,Nyan Koi!,7.11,139657,4014,988,276453,600,"Comedy, Romance, Supernatural"
4608,Ravex in Tezuka World,5.58,658,12385,12908,1712,1,
4609,Eiga! Tamagotchi Uchuu Ichi Happy na Monogatari!?,6.28,161,8707,16142,728,1,
4610,Eiga de Toujou! Tamagotchi Dokidoki! Uchuu no Maigotchi!?,6.32,367,8426,15056,962,3,
4611,Tamagotchi Honto no Hanashi,5.97,137,10462,17762,522,1,
4612,Anime TV de Hakken! Tamagotchi,6.13,192,9541,15386,880,3,"Comedy, Fantasy"
4613,Usahana: Yumemiru Ballerina,6.02,142,10183,16717,638,0,
4614,Porong Porong Pororo,6.06,487,9975,14156,1213,2,
4615,Pororo Daemoheom,5.75,131,11637,18360,468,0,Adventure
4616,Peeping Life,5.12,1036,13642,10415,3554,3,Comedy
4617,Fresh Precure! Movie: Omocha no Kuni wa Himitsu ga Ippai!?,6.68,2748,6261,8681,6032,1,"Action, Comedy"
4618,Utsurun desu.,,,16048,17782,521,1,Comedy
4619,Kimihagu,6.65,2356,,8602,6151,6,Hentai
4620,Atarashii Sekai,6.46,1871,,10583,3390,5,
4621,Ai,4.21,2606,14372,9688,4467,6,"Avant Garde, Romance"
4622,Angel Beats!,8.05,1334542,627,33,2175069,50053,"Drama, Fantasy"
4623,Tengen Toppa Gurren Lagann: Kirameki★Yoko Box - Pieces of Sweet Stars,7.11,17679,,4387,32150,26,Ecchi
4624,Kawa no Hikari,6.88,670,5072,12599,1890,6,"Adventure, Slice of Life"
4625,Pokemon: Pikachu no Kirakira Daisousaku!,6.29,2787,8657,7968,7466,0,"Adventure, Comedy, Fantasy"
4626,Fortune Quest: Yonimo Shiawase na Boukensha-tachi,6.16,600,9425,12512,1954,1,"Adventure, Comedy, Fantasy"
4627,Choukou Sennin Haruka,5.99,2275,,8070,7195,10,Hentai
4628,Popee the Performer,7.26,5502,3166,6403,12692,355,"Avant Garde, Comedy"
4629,It's a Rumic World: 50th Anniversary Weekly★Shonen Sunday,6.86,2579,5213,9242,5144,9,"Comedy, Sci-Fi"
4630,Urusei Yatsura: The Shougaibutsu Suieitaikai,7.04,2799,4339,8029,7295,11,"Action, Comedy, Romance, Sci-Fi"
4631,Bokura no Saibanin Monogatari,5.4,165,12968,17113,589,2,
4632,Koume-chan ga Iku!,5.75,475,11626,12521,1947,2,"Comedy, Romance"
4633,Shakugan no Shana S,7.32,42569,2806,2538,87266,100,"Action, Drama, Fantasy, Romance"
4634,Darker than Black: Ryuusei no Gemini,7.42,236953,2342,609,426248,1521,"Action, Mystery"
4635,Hanamaru Youchien,7.26,41001,3140,2300,102155,262,Slice of Life
4636,Leina Kenrou Densetsu,5.86,576,11025,13223,1559,0,Fantasy
4637,Chikyuu Bouei Kazoku Special,6.29,259,8613,15898,765,0,"Action, Drama"
4638,Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!,7.13,6001,3872,6290,13226,11,Action
4639,Tentai Senshi Sunred 2nd Season,7.83,3787,1016,7474,8750,30,Comedy
4640,Super Bikkuriman,6.21,446,9055,14382,1152,2,"Adventure, Comedy, Fantasy, Sci-Fi"
4641,Yume-iro Pâtissière,7.85,42052,977,2493,90143,1251,Gourmet
4642,Kurokami: Intermission,6.58,2335,6827,8295,6725,2,"Action, Supernatural"
4643,Makai Kishi Ingrid,6.93,6044,,5889,15687,213,"Supernatural, Hentai"
4644,Rurouni Kenshin DVD-BOX Special Ending,7.65,7738,1503,5428,19464,60,Romance
4645,Elmer no Bouken: My Father's Dragon,5.94,149,10609,16278,704,0,"Adventure, Fantasy"
4646,Katanagatari,8.29,222155,308,417,587807,10913,"Action, Adventure, Romance"
4647,Kuruneko,7.17,1315,3676,9009,5482,11,Slice of Life
4648,Superflat First Love,5.61,2225,12276,10187,3854,2,"Adventure, Fantasy"
4649,Pucca (TV),6.74,10145,5880,5420,19546,39,"Comedy, Romance"
4650,Ibara no Ou,6.85,37720,5286,2652,81680,179,"Action, Horror, Mystery, Sci-Fi, Suspense"
4651,Gakuen Maria: Bakunyuu Teachers,5.18,699,,11733,2448,5,Hentai
4652,Kara no Kyoukai Remix: Gate of Seventh Heaven,7.53,21316,1928,3471,50693,62,"Action, Fantasy, Mystery, Romance, Suspense"
4653,Nono-chan,6.09,277,9793,13507,1440,1,Comedy
4654,Dengeki Bunko 2007 Movie Festival Special,6.13,2344,9547,9010,5484,2,Comedy
4655,Asari-chan,6.13,549,9542,13382,1490,3,Comedy
4656,Asari-chan: Ai no Marchen Shoujo,5.72,158,11767,16641,649,1,"Adventure, Slice of Life"
4657,Queen's Blade: Gyokuza wo Tsugu Mono,6.52,23226,7195,3196,58450,93,"Action, Adventure, Fantasy, Ecchi"
4658,Sengoku Basara Ni,7.48,34497,2122,2829,73335,169,"Action, Fantasy"
4659,Ayatsuri Haramase DreamNote,6.12,3145,,7384,9014,24,Hentai
4660,Chou Kousoku Galvion,5.83,693,11230,11703,2469,2,Sci-Fi
4661,Higashi no Eden Movie II: Paradise Lost,7.55,84033,1853,1716,151230,126,"Mystery, Romance, Sci-Fi, Suspense"
4662,Tonari no 801-chan R,5.67,1545,11981,10421,3548,1,Comedy
4663,Chuu Bra!!,6.19,22885,9219,3477,50515,50,"Comedy, Ecchi"
4664,Ginga Tetsudou 999: Glass no Clair,6.48,1164,7441,10620,3357,3,"Drama, Sci-Fi"
4665,Namakura Gatana,5.48,6414,12718,6871,10735,14,Comedy
4666,Joshikousei: Girl's High Specials,6.45,2000,7649,9244,5137,3,Comedy
4667,Unko-san: Tsuiteru Hito ni Shika Mienai Yousei,4.77,222,14073,15200,929,2,Comedy
4668,Passion,6.47,1914,,10638,3340,5,
4669,Love to Live By,5.54,894,,13125,1607,1,
4670,8-gatsu no Symphony: Shibuya 2002-2003,6.66,442,6347,12466,1985,1,
4671,Byeolnala Samchongsa,5.48,198,12711,16861,618,0,"Adventure, Sci-Fi"
4672,Video Senshi Lezarion,6.51,710,7298,12511,1955,1,Sci-Fi
4673,Reporter Blues,6.49,291,7407,13350,1502,3,"Comedy, Mystery"
4674,Redline,8.29,221631,305,622,416960,6141,"Action, Sci-Fi"
4675,Asura Cryin' 2,7.22,33121,3367,3054,63937,96,"Fantasy, Sci-Fi"
4676,Doujouji,5.99,954,10335,12005,2265,3,"Award Winning, Supernatural"
4677,11eyes,6.03,130086,10114,1117,245240,453,"Action, Supernatural, Ecchi"
4678,Marie & Gali Special,5.49,355,12673,14942,993,0,Comedy
4679,Mesu Kyoushi: Injoku no Kyoushitsu,6.29,2054,,8435,6477,11,Hentai
4680,Chinetsu Karte: The Devilish Cherry,6.54,2197,,8277,6755,17,Hentai
4681,Chinyuuki: Tarou to Yukai na Nakama-tachi,,,20709,17637,534,1,Comedy
4682,Batain Lai!! Minami no Shima no Mizu Monogatari,6.19,300,9180,14162,1211,0,Slice of Life
4683,Hitozuma Koukan Nikki,6.09,2217,,8607,6150,12,Hentai
4684,Anata dake Konbanwa,6.86,3729,,7080,10028,54,Hentai
4685,Elf no Futagohime: Willan to Arsura,6.01,1656,,9538,4678,5,"Fantasy, Hentai"
4686,Mama Puri!?,6.75,3225,,7828,7748,32,Hentai
4687,Yatterman the Movie: Shin Yattermecha Dai Shuugou! Omocha no Kuni de Dai Ketsudan da Koron,6.09,336,9775,14081,1243,0,Comedy
4688,Triangle Blue,5.95,3108,,7762,7915,28,Hentai
4689,Mangchi,6.09,571,9811,13525,1434,2,"Adventure, Comedy, Fantasy"
4690,Jim Button,6.21,129,9059,16383,689,0,"Adventure, Fantasy"
4691,Fairy Tail,7.57,1052024,1777,57,1825203,47641,"Action, Adventure, Fantasy"
4692,Queen's Blade: Rurou no Senshi Specials,5.94,6920,10626,5757,16630,10,"Action, Adventure, Fantasy, Ecchi"
4693,Tayutayu: Pure My Heart,6.3,3045,8573,7492,8706,7,Comedy
4694,Kuroshitsuji II,7.12,336026,3950,409,596877,3196,"Action, Comedy, Supernatural"
4695,Ai Yori Aoshi: Yumegatari,6.73,5220,5884,6701,11427,6,"Comedy, Romance"
4696,Natsu no Arashi! Akinaichuu,7.25,8410,3229,5123,22491,15,"Comedy, Romance, Supernatural"
4697,Ranma ½: Nettou Uta Gassen,7.08,2896,4183,7702,8084,3,Comedy
4698,Dragon Ball Z: Atsumare! Gokuu World,6.43,10789,7792,4987,23894,6,"Action, Adventure, Comedy, Fantasy"
4699,Yamato 2520,5.8,975,11386,11356,2717,0,"Action, Adventure, Sci-Fi"
4700,Ankoku Cat,5.71,1215,11810,11347,2726,2,"Action, Comedy"
4701,Hanasakeru Seishounen Recaps,6.76,1445,5737,9640,4523,4,"Drama, Romance"
4702,Mechakko Dotakon,5.85,172,11128,15010,978,0,"Comedy, Sci-Fi"
4703,Helen Keller Monogatari: Ai to Hikari no Tenshi,6.32,290,8436,14506,1116,1,Drama
4704,Tonde Mon Pe,6.37,131,8127,17431,555,0,Supernatural
4705,Ultraman Kids no Kotowaza Monogatari,5.93,386,10655,14302,1172,3,Comedy
4706,Ginga Tetsudou 999: Kimi wa Senshi no You ni Ikirareru ka?,6.44,704,7719,11854,2364,0,"Drama, Sci-Fi"
4707,Ginga Tetsudou 999: Eien no Tabibito Emeraldas,6.67,1001,6325,11209,2834,0,Sci-Fi
4708,Ginga Tetsudou 999: Kimi wa Haha no You ni Aiseru ka!!,6.48,857,7442,11543,2583,2,Sci-Fi
4709,Mouryou no Hako: Chuuzenji Atsuko no Jikenbo - Hako no Yurei no Koto,6.57,3721,6909,7902,7585,0,"Mystery, Supernatural, Suspense"
4710,Makai Senki Disgaea: Welcome to Netherworld,6.69,2033,6166,9208,5183,5,"Action, Comedy, Fantasy"
4711,Utawarerumono OVA Picture Drama,6.32,2109,8405,8682,6033,3,"Comedy, Fantasy"
4712,Durarara!!,8.09,686279,568,96,1475476,30362,"Action, Mystery, Supernatural"
4713,Dance in the Vampire Bund,6.96,113067,4703,1138,242184,755,"Action, Drama, Romance, Supernatural"
4714,Yoku Wakaru Gendai Mahou: Cruncha Cruncha Cruncha,6.59,3324,6772,8387,6578,2,Comedy
4715,Tennis no Oujisama: The Band of Princes Film Kick the Future,6.87,2436,,8951,5599,18,
4716,Tatakau Shisho: The Book of Bantorra,7.18,18014,3612,2854,71914,238,"Action, Fantasy"
4717,Cynical Hysterie Hour: Trip Coaster,5.58,152,12356,18191,484,1,Comedy
4718,Cynical Hysterie Hour: Henshin!,5.41,141,12955,18479,461,0,Comedy
4719,Cynical Hysterie Hour: Yoru wa Tanoshii,5.74,141,11673,18803,438,0,Comedy
4720,Cynical Hysterie Hour: Utakata no Uta,5.67,146,11980,18416,465,0,Comedy
4721,Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,7.78,19133,1147,3444,51239,85,Sci-Fi
4722,Mura Matsuri,4.87,1536,13963,11218,2823,2,
4723,Dorimogu Daa!!,6.23,197,8976,15156,942,4,"Adventure, Fantasy"
4724,Break Blade Movie 1: Kakusei no Toki,7.61,44442,1613,2537,87382,160,Fantasy
4725,Shakugan no Shana III (Final),7.5,121048,2032,1116,245379,1149,"Action, Drama, Fantasy, Romance"
4726,Kuuchuu Buranko,7.89,26993,889,2324,100744,1359,"Avant Garde, Drama"
4727,Densha Kamo Shirenai,5.54,615,,14666,1071,3,
4728,Pokonyan!,6.83,830,5364,13061,1636,9,"Comedy, Fantasy"
4729,ef: A Tale of Memories. - Recollections,7.25,4314,3206,6156,13986,7,"Drama, Mystery, Romance"
4730,Goulart Knights: Evoked the Beginning Black,5.66,3872,12045,6572,11954,18,"Action, Drama, Fantasy"
4731,Kanokon: Manatsu no Dai Shanikusai,6.52,22222,7204,3598,47468,33,"Romance, Ecchi"
4732,Kidou Senshi SD Gundam Mk-V,5.57,1205,12415,10516,3457,1,"Comedy, Sci-Fi"
4733,"Kuroshitsuji: Sono Shitsuji, Kougyou",7.51,61557,1999,2034,121871,250,Supernatural
4734,Kurokami: Tora to Tsubasa,6.8,3813,5539,7227,9511,4,"Action, Supernatural"
4735,Genius Party Beyond,7.15,8613,3793,5045,23397,84,"Avant Garde, Fantasy, Sci-Fi"
4736,Kyuukyoku Choujin R,6.15,558,9465,12319,2077,5,"Comedy, Sci-Fi"
4737,Docchi ni Suru?,5.47,490,12726,14901,1003,1,Comedy
4738,Saa Ikou! Tamagotchi,5.71,518,11798,13817,1321,1,
4739,Transformers: Scramble City,5.74,1140,11676,11534,2587,3,Sci-Fi
4740,So Ra No Wo To,7.53,58060,1911,1570,171242,1506,"Sci-Fi, Slice of Life"
4741,Toshi Densetsu Monogatari Hikiko,5.85,1865,11124,8764,5925,12,Horror
4742,InuYasha: Kanketsu-hen,8.2,151539,411,907,302042,2296,"Action, Adventure, Fantasy, Romance"
4743,Ukkari Pénélope (2009),6.06,184,9952,16058,740,0,Slice of Life
4744,Omocha Bako Series Dai 3-wa: Ehon 1936-nen,4.63,875,14197,12784,1777,1,Fantasy
